Prov,Prefx,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,h49,h50,h51,h52,h53,h54,h55,h56,h57,h58,h59,h60,h61,h62,h63,h64,h65,h66,h67,h68,h69,h70,h71,h72,h73,h74,h75,h76,h77,h78,h79,h80,h81,h82,h83,h84,h85,h86,h87,h88,h89,h90,h91,h92,h93,h94,h95,h96,h97,h98,h99,h100,h101,h102,h103,h104,h105,h106,h107,h108,h109,h110,h111,h112,h113,h114,h115,h116,h117,h118,h119,h120,h121,h122,h123,h124,h125,h126,h127,h128,h129,h130,h131,h132,h133,h134,h135,h136,h137,h138,h139,h140,h141,h142,h143,h144,h145,h146,h147,h148,h149,h150,h151,h152,h153,h154,h155,h156,h157,h158,h159,h160,h161,h162,h163,h164,h165,h166,h167,h168,h169,h170,h171,h172,h173,h174,h175,h176,h177,h178,h179,h180,h181,h182,h183,h184,h185,h186,h187,h188,h189,h190,h191,h192,h193,h194,h195,h196,h197,h198,h199,h200,h201,h202,h203,h204,h205,h206,h207,h208,h209,h210,h211,h212,h213,h214,h215,h216,h217,h218,h219,h220,h221,h222,h223,h224,h225,h226,h227,h228,h229,h230,h231,h232,h233,h234,h235,h236,h237,h238,h239,h240,h241,h242,h243,h244,h245,h246,h247,h248,h249,h250,h251,h252,h253,h254,h255,h256,h257,h258,h259,h260,h261,h262,h263,h264,h265,h266,h267,h268,h269,h270,h271,h272,h273,h274,h275,h276,h277,h278,h279,h280,h281,h282,h283,h284,h285,h286,h287,h288
Guangdong,Qingyuan,0,0,0,0,0,0,0,0.056957731,0.156139043,0.261149054,0.351427141,0.413638487,0.438426029,0.420863181,0.346461624,0.26685762,0.162528365,0.051892102,0.000248053,0,0,0,0,0,0,0,0,0,0,0,0,0.044517241,0.127976601,0.223259852,0.309275862,0.368137931,0.39221798,0.37933867,0.31395936,0.246302956,0.159445813,0.06687069,0.004416256,0,0,0,0,0,0,0,0,0,0,0,0.002407119,0.04714238,0.12594772,0.212925473,0.28912792,0.339548387,0.359428254,0.345094549,0.284812013,0.225502781,0.148290323,0.066795328,0.007467186,0,0,0,0,0,0,0,0,0,0,0,0.013916092,0.059844828,0.146005747,0.234018391,0.306204598,0.352383908,0.366,0.349367816,0.299612644,0.236698851,0.154309195,0.071855172,0.010925287,0,0,0,0,0,0,0,0,0,0,0.000460512,0.024342603,0.069497219,0.156749722,0.242579533,0.312523915,0.360125695,0.373854283,0.359760845,0.327660734,0.258510567,0.170539488,0.082862069,0.017114572,0,0,0,0,0,0,0,0,0,0,0.001014943,0.023194253,0.068682759,0.15442069,0.239373563,0.309302299,0.354904598,0.376658621,0.365386207,0.33614023,0.265770115,0.180233333,0.091631034,0.02354023,0.000541379,0,0,0,0,0,0,0,0,0,0.000196885,0.025212458,0.082756396,0.188724138,0.293143493,0.375634038,0.424256952,0.443674082,0.434193548,0.393840934,0.315839822,0.216875417,0.113536151,0.030645161,0.000895439,0,0,0,0,0,0,0,0,0,0,0.021708565,0.085422692,0.20085762,0.312357063,0.396031146,0.447703003,0.462685206,0.448300334,0.401536151,0.315515017,0.207774194,0.101286985,0.020409344,2.22E-06,0,0,0,0,0,0,0,0,0,0,0.015703448,0.104775862,0.234542529,0.356116092,0.445747126,0.495334483,0.499910345,0.470550575,0.403857471,0.310909195,0.196088506,0.079825287,0.006426437,0,0,0,0,0,0,0,0,0,0,0,0.014487208,0.143670745,0.272414905,0.397537264,0.488805339,0.536232481,0.533358176,0.488755284,0.393107898,0.292760845,0.168477197,0.046130145,0.000181313,0,0,0,0,0,0,0,0,0,0,0,0.004112644,0.153009195,0.247245977,0.356439081,0.4428,0.489365517,0.494151724,0.453514942,0.365717241,0.261149425,0.135351724,0.022032184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.217775306,0.329618465,0.420560623,0.476608454,0.491610679,0.462598443,0.380583982,0.279087875,0.150368187,0.027678532,0,0,0,0,0,0
Guangdong,Shantou,0,0,0,0,0,0,0,0.101614016,0.214745272,0.339023359,0.439686318,0.501911012,0.520557286,0.494391546,0.424323693,0.318290323,0.179570634,0.041658509,0,0,0,0,0,0,0,0,0,0,0,0,0.001552956,0.075108375,0.186432266,0.305881773,0.407551724,0.473355911,0.498174877,0.479432266,0.405626847,0.311229064,0.189575123,0.064236453,0.000727832,0,0,0,0,0,0,0,0,0,0,0,0.010271413,0.089933259,0.20670634,0.325979978,0.425486096,0.486723026,0.506650723,0.480754171,0.404065629,0.314129032,0.19630812,0.075371524,0.003470523,0,0,0,0,0,0,0,0,0,0,0.000227586,0.027397701,0.104105747,0.218928736,0.329670115,0.419332184,0.471562069,0.483448276,0.456035632,0.389033333,0.297396552,0.185444828,0.075573563,0.005744828,0,0,0,0,0,0,0,0,0,0,0.003107898,0.032529477,0.108727475,0.218061179,0.318429366,0.394640712,0.438013348,0.444611791,0.416291435,0.358738598,0.273021135,0.174273637,0.07648832,0.009387097,0,0,0,0,0,0,0,0,0,0,0.004536782,0.033009195,0.108847126,0.213687356,0.312093103,0.382428736,0.422534483,0.428577011,0.399642529,0.349651724,0.267731034,0.173993104,0.082382759,0.014505747,0,0,0,0,0,0,0,0,0,0,0.002343715,0.03398109,0.119496107,0.239332592,0.348897664,0.429252503,0.474610679,0.482898777,0.457611791,0.41209455,0.322561735,0.213200223,0.102211346,0.018804227,0,0,0,0,0,0,0,0,0,0,0.000220245,0.031302558,0.115968854,0.239263626,0.352908788,0.433461624,0.481239155,0.487272525,0.459826474,0.403221357,0.306587319,0.193901001,0.085822024,0.010483871,0,0,0,0,0,0,0,0,0,0,0,0.032809195,0.142998851,0.283054023,0.406371264,0.492972414,0.533863218,0.531493103,0.492183908,0.422036782,0.313849425,0.183824138,0.061464368,0.001755172,0,0,0,0,0,0,0,0,0,0,0,0.037365962,0.179305895,0.319212458,0.444008899,0.529186874,0.561354839,0.547798665,0.491829811,0.405147942,0.287904338,0.1506396,0.028051168,0,0,0,0,0,0,0,0,0,0,0,0,0.020322988,0.186767816,0.293910345,0.412112644,0.494109195,0.534206897,0.525012644,0.470906897,0.384591954,0.2624,0.119301149,0.010542529,0,0,0,0,0,0,0,0,0,0,0,0,0.002602892,0.162714127,0.256661847,0.370024472,0.460741935,0.509408231,0.512291435,0.471804227,0.392675195,0.275985539,0.131898776,0.014428254,0,0,0,0,0,0
Guangdong,Shanwei,0,0,0,0,0,0,0,0.099605117,0.211932147,0.338022247,0.442447164,0.507679644,0.525546163,0.499213571,0.427647386,0.321284761,0.186063404,0.048480534,0,0,0,0,0,0,0,0,0,0,0,0,0.000745074,0.069754926,0.180360837,0.298431034,0.399740148,0.468344828,0.494859606,0.473976601,0.401012315,0.309724138,0.191729064,0.069775862,0.001650246,0,0,0,0,0,0,0,0,0,0,0,0.007786429,0.0812703,0.19494772,0.315611791,0.415868743,0.475064516,0.491367075,0.466171301,0.392468298,0.305395996,0.194222469,0.0779099,0.004776418,0,0,0,0,0,0,0,0,0,0,6.21E-05,0.024028735,0.09358046,0.208056322,0.31733908,0.40468046,0.454389655,0.463314942,0.438048276,0.376968966,0.290229885,0.183189655,0.077925287,0.007143678,0,0,0,0,0,0,0,0,0,0,0.001967742,0.030424917,0.099577308,0.204892102,0.300317019,0.373814238,0.415224694,0.423864294,0.398317019,0.350385984,0.267321468,0.171986652,0.077717464,0.010889878,0,0,0,0,0,0,0,0,0,0,0.002941379,0.029613793,0.096141379,0.196044828,0.286166667,0.356465517,0.394731034,0.399374713,0.375211494,0.334514943,0.258482759,0.172011494,0.083475862,0.016322988,0,0,0,0,0,0,0,0,0,0,0.001349277,0.030598443,0.106134594,0.220897664,0.325065628,0.404685206,0.446784205,0.456365962,0.432115684,0.39365406,0.305964405,0.205723025,0.101879867,0.020963293,0,0,0,0,0,0,0,0,0,0,3.34E-06,0.028151279,0.104186874,0.222074527,0.332211346,0.412610679,0.453810901,0.458077864,0.428567297,0.377927697,0.288,0.185825362,0.08545495,0.012149054,0,0,0,0,0,0,0,0,0,0,0,0.027445977,0.132234483,0.26983908,0.39251954,0.477450575,0.518995402,0.512154023,0.472328736,0.40254023,0.295778161,0.176613793,0.063190805,0.002488506,0,0,0,0,0,0,0,0,0,0,0,0.031371524,0.174823137,0.3148198,0.43980089,0.525777531,0.559627364,0.544016685,0.489458287,0.401659622,0.28678198,0.153284761,0.032230256,0,0,0,0,0,0,0,0,0,0,0,0,0.015981609,0.188865517,0.295650575,0.413802299,0.496862069,0.537048276,0.531450575,0.480257471,0.391643678,0.271216092,0.128651724,0.014189655,0,0,0,0,0,0,0,0,0,0,0,0,0.001448276,0.166850946,0.256787542,0.373912125,0.466123471,0.516192436,0.52210901,0.483965517,0.405171301,0.287845384,0.143885428,0.019119021,0,0,0,0,0,0
Guangdong,Shaoguan,0,0,0,0,0,0,0,0.070714127,0.172390434,0.283076752,0.376418243,0.439770856,0.461400445,0.440515017,0.359662959,0.274975528,0.16334149,0.047894327,4.67E-05,0,0,0,0,0,0,0,0,0,0,0,5.42E-05,0.051853448,0.144913793,0.248066502,0.33826601,0.397065271,0.418549261,0.399809113,0.324081281,0.250549261,0.159238916,0.064071429,0.003028325,0,0,0,0,0,0,0,0,0,0,0,0.003768632,0.057341491,0.146054505,0.242241379,0.320700779,0.370570634,0.388010011,0.364648498,0.293833148,0.231015573,0.149103448,0.065077864,0.006133482,0,0,0,0,0,0,0,0,0,0,0,0.01762069,0.070568966,0.16528046,0.25846092,0.33102069,0.374032184,0.382465517,0.361745977,0.307309195,0.24063908,0.155148276,0.070142529,0.009306896,0,0,0,0,0,0,0,0,0,0,0.000978865,0.025751947,0.077977753,0.169512792,0.255586207,0.325921023,0.366571746,0.379519466,0.362389321,0.330155729,0.255774194,0.168798665,0.081012236,0.01518465,0,0,0,0,0,0,0,0,0,0,0.001711494,0.024128736,0.075616092,0.164803448,0.251234483,0.319335632,0.360695402,0.380229885,0.366051724,0.332122988,0.260448276,0.175647126,0.088878161,0.021668966,0.000321839,0,0,0,0,0,0,0,0,0,0.000590656,0.027191324,0.092695217,0.204060067,0.309761958,0.391235818,0.434818687,0.450098999,0.437093437,0.394113459,0.313644049,0.215191324,0.111166852,0.028186874,0.000615128,0,0,0,0,0,0,0,0,0,0,0.024786429,0.093737486,0.21143604,0.32341713,0.404310345,0.454074527,0.46430812,0.441869855,0.394301446,0.307013348,0.200290323,0.096477197,0.017794216,0,0,0,0,0,0,0,0,0,0,0,0.0195,0.114866667,0.247447126,0.368693103,0.454298851,0.499482759,0.494554023,0.46086092,0.390372414,0.298913793,0.185196552,0.073212644,0.004798851,0,0,0,0,0,0,0,0,0,0,0,0.019040045,0.153523915,0.285552836,0.409430478,0.496642937,0.537177976,0.531760845,0.48296218,0.383518354,0.282034483,0.159497219,0.039869855,4.45E-05,0,0,0,0,0,0,0,0,0,0,0,0.006374713,0.168233333,0.260473563,0.372597701,0.456762069,0.500485057,0.499056322,0.453421839,0.362832184,0.257351724,0.128614943,0.017822989,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-05,0.120774194,0.22992436,0.343458287,0.434690767,0.490974416,0.500839822,0.469286986,0.385478309,0.278644049,0.145570634,0.022961068,0,0,0,0,0,0
Guangdong,Shenzhen,0,0,0,0,0,0,0,0.084085651,0.1888198,0.311816463,0.414191324,0.482074527,0.506802002,0.484952169,0.417921023,0.320555061,0.193276974,0.058325918,0.000123471,0,0,0,0,0,0,0,0,0,0,0,0.000144089,0.057619458,0.160355911,0.276229064,0.381169951,0.451708128,0.480396552,0.468836207,0.398447044,0.313168719,0.201365763,0.080402709,0.004052956,0,0,0,0,0,0,0,0,0,0,0,0.004666296,0.068863181,0.177157953,0.292181313,0.394002225,0.453972191,0.477628476,0.45892436,0.3842703,0.304130145,0.197133482,0.085395996,0.007604005,0,0,0,0,0,0,0,0,0,0,0,0.020505747,0.083644828,0.194934483,0.305958621,0.391398851,0.44776092,0.465613793,0.443250575,0.37933908,0.293288506,0.189317241,0.084867816,0.01041954,0,0,0,0,0,0,0,0,0,0,0.000832036,0.031282536,0.09292881,0.198222469,0.298043382,0.372106785,0.420922136,0.433848721,0.4127297,0.363556173,0.282577308,0.185965517,0.087605117,0.015051168,0,0,0,0,0,0,0,0,0,0,0.001535632,0.030937931,0.092377012,0.195254023,0.287997701,0.361527586,0.409133333,0.419290805,0.401981609,0.358577011,0.279794253,0.189826437,0.096033333,0.02175977,1.03E-05,0,0,0,0,0,0,0,0,0,0.00039822,0.030731924,0.100268076,0.216539488,0.327448276,0.409070078,0.459671858,0.473754171,0.453708565,0.410139043,0.327150167,0.223483871,0.115050056,0.027190211,8.12E-05,0,0,0,0,0,0,0,0,0,0,0.025286986,0.095608454,0.212919911,0.325284761,0.408519466,0.454361513,0.467406007,0.447053393,0.401630701,0.31159733,0.203382647,0.096552836,0.016827586,0,0,0,0,0,0,0,0,0,0,0,0.020496552,0.118367816,0.251767816,0.376678161,0.468321839,0.518887356,0.523236782,0.48682069,0.421958621,0.319143678,0.195866667,0.074867816,0.004544827,0,0,0,0,0,0,0,0,0,0,0,0.021640712,0.158820912,0.296869855,0.426462736,0.518225806,0.563605117,0.560282536,0.512837597,0.420840934,0.305565072,0.169525028,0.041983315,4.56E-05,0,0,0,0,0,0,0,0,0,0,0,0.009118391,0.178611494,0.277274713,0.3972,0.489202299,0.534295402,0.533732184,0.490058621,0.403683908,0.285085058,0.14341954,0.021016092,0,0,0,0,0,0,0,0,0,0,0,0,0.000338154,0.137347052,0.237828699,0.355068965,0.451264739,0.509695217,0.519750834,0.488234705,0.409334816,0.298607342,0.157200222,0.027154616,0,0,0,0,0,0
Guangdong,Yangjiang,0,0,0,0,0,0,0,0.056479422,0.161248053,0.276234705,0.375332592,0.445080089,0.470631813,0.454814238,0.392,0.309238042,0.197271413,0.072708565,0.001847608,0,0,0,0,0,0,0,0,0,0,0,0,0.043536946,0.131497537,0.236899015,0.336843596,0.403599754,0.438784483,0.430830049,0.374060345,0.302051724,0.202083744,0.091453202,0.009198276,0,0,0,0,0,0,0,0,0,0,0,0.001612903,0.047065629,0.137223582,0.244840934,0.339183537,0.405766407,0.434304783,0.422252503,0.360552836,0.293150167,0.199537264,0.094569522,0.01314683,0,0,0,0,0,0,0,0,0,0,0,0.012066667,0.062585057,0.166090805,0.272212644,0.35971954,0.415725287,0.44085977,0.431634483,0.36215977,0.288412644,0.194618391,0.095285057,0.016421839,0,0,0,0,0,0,0,0,0,0,0,0.027707453,0.076253615,0.182246941,0.282232481,0.365887653,0.415262514,0.4308198,0.415378198,0.364231368,0.285300334,0.192629588,0.097064516,0.021517241,0,0,0,0,0,0,0,0,0,0,0,0.028641379,0.078073563,0.180408046,0.282333333,0.361604598,0.409477012,0.426858621,0.409309195,0.365265517,0.290485058,0.197790805,0.105129885,0.028722989,0.000666667,0,0,0,0,0,0,0,0,0,0,0.025657397,0.080377086,0.192955506,0.303107898,0.391632925,0.442320356,0.460641824,0.448225806,0.40372525,0.325720801,0.228927697,0.124636262,0.035464961,0.001082314,0,0,0,0,0,0,0,0,0,0,0.017298109,0.078681869,0.193416018,0.304576196,0.394768632,0.445832036,0.461982202,0.439877642,0.394060067,0.309849833,0.208927697,0.106295884,0.023480534,3.45E-05,0,0,0,0,0,0,0,0,0,0,0.012041379,0.096691954,0.224788506,0.347350575,0.442802299,0.496806897,0.506581609,0.474302299,0.411913793,0.315683908,0.201143678,0.086772414,0.008828736,0,0,0,0,0,0,0,0,0,0,0,0.011446051,0.139719689,0.270832036,0.399461624,0.493665184,0.543401557,0.544678532,0.502413793,0.421197998,0.313181313,0.185589544,0.057728587,0.000599555,0,0,0,0,0,0,0,0,0,0,0,0.003355172,0.155193104,0.258021839,0.376701149,0.469447126,0.518032184,0.522671264,0.483886207,0.400347127,0.293294253,0.161171264,0.034133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099681869,0.21616574,0.331426029,0.430177976,0.490310345,0.507600667,0.48149277,0.409268076,0.307549499,0.175850945,0.04243604,0,0,0,0,0,0
Guangdong,Yunfu,0,0,0,0,0,0,0,0.049631813,0.148468298,0.254422692,0.346875417,0.41114683,0.434680756,0.417353726,0.350136819,0.273063404,0.172401557,0.062381535,0.001294772,0,0,0,0,0,0,0,0,0,0,0,0,0.040816502,0.122860837,0.222684729,0.316301724,0.382471675,0.409230296,0.394014778,0.327979064,0.261520936,0.173634236,0.07762069,0.007580049,0,0,0,0,0,0,0,0,0,0,0,0.001487208,0.042617353,0.124434928,0.220374861,0.306724138,0.364363737,0.382808676,0.367668521,0.305190211,0.246936596,0.165284761,0.078196885,0.010974416,0,0,0,0,0,0,0,0,0,0,0,0.011618391,0.058133333,0.15407931,0.251341379,0.331535632,0.379222989,0.396786207,0.382782759,0.31756092,0.251893104,0.167298851,0.08215977,0.014560919,0,0,0,0,0,0,0,0,0,0,4.45E-05,0.025925473,0.070887653,0.168761958,0.263609566,0.344318131,0.390684093,0.405513904,0.386508343,0.338532814,0.260427141,0.17271079,0.087369299,0.020177976,0,0,0,0,0,0,0,0,0,0,0.000227586,0.028618391,0.078867816,0.179402299,0.279513793,0.355912644,0.397403448,0.408175862,0.383014943,0.340734483,0.267548276,0.182097701,0.09588046,0.027381609,0.000848276,0,0,0,0,0,0,0,0,0,0,0.026669633,0.083395995,0.195468298,0.303062291,0.391774194,0.438098999,0.449301446,0.42939822,0.387423804,0.310265851,0.216599555,0.117614016,0.034220245,0.001228031,0,0,0,0,0,0,0,0,0,0,0.018264739,0.079995551,0.197121246,0.308126808,0.39636485,0.445043382,0.45785317,0.432747497,0.389377086,0.30625139,0.204715239,0.10283871,0.023114572,7.01E-05,0,0,0,0,0,0,0,0,0,0,0.011927586,0.093836782,0.219487356,0.340772414,0.434658621,0.486365517,0.494513793,0.461496552,0.401817241,0.309956322,0.196385058,0.083062069,0.008418391,0,0,0,0,0,0,0,0,0,0,0,0.01080089,0.135408231,0.261557286,0.387568409,0.481522803,0.531269188,0.528847609,0.481185762,0.394231368,0.292658509,0.172162403,0.053015573,0.000536151,0,0,0,0,0,0,0,0,0,0,0,0.002806897,0.145777011,0.245805747,0.359558621,0.451666667,0.499283908,0.502374713,0.460656322,0.372425287,0.270555172,0.146533333,0.029877011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091175751,0.207568409,0.31834594,0.412661846,0.469483871,0.487014461,0.460389321,0.384686318,0.286355951,0.162264739,0.037309233,0,0,0,0,0,0
Guangdong,Zhanjiang,0,0,0,0,0,0,0,0.041416018,0.146847608,0.259829811,0.357864294,0.424848721,0.454978865,0.44269188,0.38861624,0.312538376,0.208070078,0.089160178,0.005347052,0,0,0,0,0,0,0,0,0,0,0,0,0.038624384,0.130890394,0.244536946,0.346635468,0.42058867,0.456775862,0.450359606,0.398843596,0.329833744,0.230837438,0.11516133,0.016454434,0,0,0,0,0,0,0,0,0,0,0,0.000879867,0.04896663,0.158883204,0.27958287,0.385233593,0.456250278,0.488092325,0.479746385,0.416894327,0.345068966,0.242516129,0.126100111,0.022681869,0,0,0,0,0,0,0,0,0,0,0,0.010752874,0.070925287,0.193686207,0.315813793,0.413329885,0.476002299,0.502263218,0.489127586,0.429964368,0.346975862,0.241351724,0.124656322,0.026081609,0,0,0,0,0,0,0,0,0,0,0,0.027183537,0.083321468,0.204647386,0.32174416,0.412790879,0.464993326,0.475645161,0.452833148,0.411209121,0.328448276,0.227538376,0.119735261,0.030923248,0.000149055,0,0,0,0,0,0,0,0,0,0,0.031294253,0.081978161,0.200074713,0.312412644,0.39896092,0.447429885,0.45895977,0.440474713,0.399012644,0.319717241,0.221886207,0.121766667,0.037472414,0.001406897,0,0,0,0,0,0,0,0,0,0,0.023233593,0.079533926,0.201517241,0.319177975,0.409708565,0.464358176,0.479701891,0.461720801,0.416925473,0.33729366,0.238939933,0.134496107,0.042922136,0.001880979,0,0,0,0,0,0,0,0,0,0,0.012509455,0.072829811,0.191837597,0.307977753,0.395873192,0.448063404,0.459927697,0.442936596,0.407219132,0.326272525,0.223932147,0.1189099,0.031003337,0.000273637,0,0,0,0,0,0,0,0,0,0,0.007777012,0.085198851,0.213850575,0.337310345,0.431489655,0.485871264,0.49447931,0.470643678,0.417429885,0.327152874,0.213624138,0.099054023,0.013609195,0,0,0,0,0,0,0,0,0,0,0,0.00640267,0.125927697,0.251927697,0.380051168,0.475348165,0.530238042,0.536401557,0.503002225,0.43028921,0.327149054,0.201935484,0.071587319,0.001895439,0,0,0,0,0,0,0,0,0,0,0,0.001310345,0.128818391,0.240137931,0.355483908,0.446149425,0.49935977,0.507209195,0.47484023,0.407587356,0.302854023,0.175862069,0.046965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076143493,0.196140156,0.308038932,0.401976641,0.463291435,0.481558398,0.458651835,0.398528365,0.305374861,0.185151279,0.055532814,4.34E-05,0,0,0,0,0
Guangdong,Zhaoqing,0,0,0,0,0,0,0,0.052572859,0.151749722,0.256262514,0.347291435,0.409307008,0.434088988,0.416845384,0.347824249,0.26985317,0.167175751,0.057754171,0.000728587,0,0,0,0,0,0,0,0,0,0,0,0,0.042417488,0.124607143,0.222352217,0.308087438,0.371049261,0.397051724,0.384641626,0.321969212,0.254910099,0.165942118,0.072525862,0.006124384,0,0,0,0,0,0,0,0,0,0,0,0.001788654,0.044147942,0.123822024,0.213242492,0.292873192,0.34672525,0.36632703,0.352499444,0.291799778,0.235661847,0.154768632,0.071805339,0.009191324,0,0,0,0,0,0,0,0,0,0,0,0.012457471,0.058182759,0.147871264,0.238818391,0.31428046,0.360382759,0.377442529,0.359678161,0.303803448,0.241418391,0.158856322,0.075687356,0.012666667,0,0,0,0,0,0,0,0,0,0,0.000181313,0.025163515,0.069695217,0.16063515,0.249627364,0.322173526,0.367602892,0.384266963,0.367656285,0.330211346,0.258607341,0.170884316,0.083730812,0.018388209,0,0,0,0,0,0,0,0,0,0,0.000611494,0.02645977,0.074931035,0.168378161,0.259544828,0.330228736,0.37097931,0.383297701,0.364243678,0.333671264,0.264454023,0.179741379,0.092749425,0.025132184,0.000682759,0,0,0,0,0,0,0,0,0,7.79E-06,0.026281424,0.083235818,0.19150723,0.296112347,0.380290323,0.423777531,0.438106785,0.421865406,0.383773081,0.307542825,0.214369299,0.114535039,0.032325918,0.001103448,0,0,0,0,0,0,0,0,0,0,0.019810901,0.081902113,0.197265851,0.306525028,0.391774193,0.439630701,0.452139043,0.433723026,0.393790879,0.311340378,0.206988877,0.10237931,0.021994438,3.78E-05,0,0,0,0,0,0,0,0,0,0,0.013397701,0.098488506,0.225248276,0.346725287,0.438488506,0.48824023,0.496531035,0.464364368,0.403243678,0.311866667,0.198147126,0.082370115,0.007643678,0,0,0,0,0,0,0,0,0,0,0,0.012126808,0.138573971,0.265335929,0.390571746,0.483225806,0.534152392,0.532692992,0.484749722,0.394515017,0.293806452,0.171739711,0.050522803,0.000362625,0,0,0,0,0,0,0,0,0,0,0,0.00323908,0.147656322,0.24454023,0.355635632,0.444774713,0.492568966,0.496795402,0.455758621,0.371750575,0.267477011,0.142931035,0.026648276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095605117,0.212245829,0.323737486,0.416176863,0.472008899,0.488151279,0.460190211,0.383670745,0.28342158,0.157350389,0.033187987,0,0,0,0,0,0
Guangdong,Zhongshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guangdong,Zhuhai,0,0,0,0,0,0,0,0.071751947,0.172989989,0.289959955,0.39263515,0.462349277,0.486423804,0.468832036,0.406991101,0.317170189,0.196478309,0.064483871,0.000512792,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,0.049800493,0.143348522,0.253355911,0.352665025,0.42675,0.458817734,0.449108374,0.390029557,0.312784483,0.204205665,0.085684729,0.005948276,0,0,0,0,0,0,0,0,0,0,0,0.00314683,0.057689655,0.155541713,0.265678532,0.362558398,0.429002225,0.457401557,0.446994438,0.379162403,0.302605117,0.199013348,0.089636262,0.00963515,0,0,0,0,0,0,0,0,0,0,0,0.016937931,0.075135632,0.183217241,0.292427586,0.379782759,0.438751724,0.461545977,0.445967816,0.372583908,0.293874713,0.193364368,0.089389655,0.012602299,0,0,0,0,0,0,0,0,0,0,0.000348165,0.031433815,0.08840267,0.194335929,0.293668521,0.369447164,0.421520578,0.441134594,0.422342603,0.370431591,0.289680756,0.191733037,0.093285873,0.017537264,0,0,0,0,0,0,0,0,0,0,0.000867816,0.031963218,0.090796552,0.194474713,0.293237931,0.368091954,0.415313793,0.427441379,0.409841379,0.369686207,0.293497701,0.200511494,0.102331035,0.024806897,0.000256322,0,0,0,0,0,0,0,0,0,7.68E-05,0.030003337,0.095758621,0.211242492,0.321250278,0.405352614,0.454249166,0.470674082,0.455130145,0.415911012,0.331844271,0.230234705,0.121688543,0.031021135,0.000533927,0,0,0,0,0,0,0,0,0,0,0.022771969,0.089508343,0.205741935,0.31468743,0.401968854,0.450805339,0.463119021,0.443073415,0.401113459,0.31871079,0.212628476,0.104294772,0.019727475,0,0,0,0,0,0,0,0,0,0,0,0.016611494,0.107449425,0.235988506,0.358825287,0.448565517,0.504613793,0.517172414,0.484924138,0.421625287,0.32477931,0.203488506,0.081411494,0.006042529,0,0,0,0,0,0,0,0,0,0,0,0.016723026,0.145692992,0.278151279,0.404756396,0.495934372,0.548011123,0.550931034,0.507494994,0.423187987,0.313085651,0.176972191,0.047684093,0.000162403,0,0,0,0,0,0,0,0,0,0,0,0.006383908,0.167339081,0.262906897,0.380241379,0.470608046,0.519683908,0.525229885,0.485836782,0.404917241,0.29026092,0.150832184,0.025828736,0,0,0,0,0,0,0,0,0,0,0,0,9.79E-05,0.120334817,0.225669633,0.341865406,0.438666296,0.496367075,0.510185762,0.480233593,0.41054505,0.301380423,0.164664071,0.032674082,0,0,0,0,0,0
